label,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle
Good,53.40264563174605,76.355106046727,5.971179212267551,0.6873266611170114
Good,53.36935900598732,76.31680998296378,9.612351966342747,4.11749717562472
Good,61.18383897425419,88.83734597775656,0.14214869650614442,0.009122342793581666
Good,73.1519084576833,88.5759570738994,10.796827155992137,3.0593779526482803
Good,69.63830704792595,102.18879907883974,5.733615459686923,4.913167701848311
Good,74.13096659311961,88.32279875634335,10.02213289713693,5.837291641700831
Good,77.55638604145851,98.2078993945058,8.458264673311952,6.5570509177181275
Good,79.3127990433834,90.9138008421143,4.473678051702909,1.6403338700619854
Good,85.09521934153939,98.80904793615746,4.70955660262481,2.166804004357857
Good,96.67520550414149,98.60533035872727,14.382783980989442,1.6425760862028482
Good,104.6094743771942,101.77411112295255,16.144295034916258,4.660321592246698
Good,104.44818392255571,106.5774335335521,15.39614745825016,4.2023871832605755
Good,110.25101408244647,106.9712536336393,18.52798140737253,5.860365015071984
Good,117.5984524984468,128.068190625867,24.942746187638317,20.948745660130236
Good,115.13569856128032,124.44370503963938,18.291292650562387,19.69270146046838
Good,122.9338495353909,131.4426205418596,24.824889876079986,22.330931854260083
Good,122.29143637578449,131.30300302962806,19.462068858782278,19.70312245917327
Good,125.89111175446959,131.59308921944768,21.62730855843517,21.815603496215648
Good,133.65237038193493,141.10146732859596,27.322898910061614,27.160636359682822
