label,l_elbow,r_elbow,l_shoulder,r_shoulder,l_hip,r_hip,l_knee,r_knee
Good Curl,90.32904040664083,63.291936206773386,0.2257791612212864,2.9197732681017676,175.9168702342304,178.0765037590525,177.85459352309903,178.49620413614545
Good Curl,128.77807170432948,54.96987804986606,5.008620318157647,0.7661110302855413,174.3875506665271,177.0057370381717,177.21009499661238,177.45244861828627
Good Curl,69.6968929951306,47.86460924835229,2.4003567013735125,2.374054488928292,174.60976453856304,178.32169503874587,178.19088966411405,177.65723777163535
Good Curl,27.33636842280913,41.609092430141764,3.309388690188923,3.033826052784769,176.49885828739542,178.12224810484744,176.48873399372675,177.23281183117018
Good Curl,163.32443468109207,49.85588564438725,5.524815989501864,4.588793502003286,175.0501426943958,178.183146327903,178.36105855941022,176.46690662779298
Good Curl,135.91127995250272,43.681889312925016,4.561215983430209,1.8365064596006866,176.34098909420078,178.14784873324794,177.26743393589717,176.52885485617352
Good Curl,154.6241027030508,42.505537896811184,1.4866545572685708,0.584974663017361,175.8840338973443,177.4130071123516,178.8186772231592,177.30127859564726
Good Curl,166.02897179543967,46.384587695488854,2.4693496801812564,4.558400331451982,175.490733530141,177.1719566023027,179.27068341002627,177.800022630533
Good Curl,33.18531947949127,47.79401346010356,2.852163956796435,1.7009029606768857,174.5088294745115,177.01520546600037,178.45549594317652,178.45467586193246
Good Curl,156.48340098448742,54.265113785644246,3.969917331792409,7.779316274763263,174.8736586623948,176.8789123071035,178.97368331306282,177.81230691837777
Good Curl,55.61415334397389,47.480750288601044,0.5737355345429381,3.0186518416381127,174.86509081957809,177.30518601908875,179.31264321440295,178.88569761775966
Good Curl,117.95082207586512,65.96010601389304,5.446987474549736,0.5075597724035548,174.65847367101216,176.61865961590226,178.2470855057664,178.82412271439375
Good Curl,66.08125634039484,76.04031686400722,5.331489907667264,0.04123680622814431,175.36750020457615,176.60854117567598,178.46529937719157,178.97138458558277
Good Curl,96.70596111671033,91.15274794195629,5.187335429593213,0.3430156996941986,174.3719231152164,175.67114596094464,177.15636352267214,178.56427589848428
Good Curl,109.20192226528742,105.79651040340205,3.1744106443226974,0.21758756862969253,175.20773300919768,175.7501785999796,175.63459572789304,177.37146292171752
Good Curl,134.13316078975566,118.95682633577495,3.0051633342541346,0.7729174999701407,174.80900452380345,176.3386983575467,177.37905882581757,178.9924621621737
Good Curl,134.63798127285168,132.36304063054604,1.7398143533021293,2.0347716607300055,175.14843218774976,175.86949879916784,177.02814402402532,179.15886369235324
